id,district,place_name,alternate_name,category,subcategory,latitude,longitude,verification_status,confidence,primary_source_name,primary_source_url,secondary_source_name,secondary_source_url,google_discovery,existing_place_id,duplicate_status,district_status,tourism_relevance,coordinate_status,evidence_notes,recommended_action
80,Jehanabad,Hazrat Bibi Kamal Ka Maqbara,"Bibi Kamal Dargah, Kako",cultural,Sufi Mausoleum / First Woman Saint,25.1852,85.0412,APPROVED-CANDIDATE,HIGH,District Administration Jehanabad (NIC Portal),https://jehanabad.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.1852, 85.0412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Significant historical Sufi shrine documented on official portal.,EXACT - PINPOINT VERIFIED,Verified by District Administration Jehanabad (NIC Portal). Destination features legitimate visitor heritage: Significant historical Sufi shrine documented on official portal..,APPROVE FOR INGESTION
81,Jehanabad,Ghejan Buddhist Archaeological Site,Ghejan Buddha Mandir,historical,Buddhist Archaeological Site / ASI Monument,25.0412,84.9512,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (25.0412, 84.9512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
82,Kaimur,Maa Mundeshwari Temple,Mundeshwari Devi Mandir,temple,Oldest Functional Temple in India / ASI Monument,25.0612,83.7632,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Incredible India (Ministry of Tourism),https://www.incredibleindia.org/,"Verified coordinates (25.0612, 83.7632) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",24,EXACT MATCH,CONFIRMED,World-famous national heritage monument and prime spiritual destination of western Bihar.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: World-famous national heritage monument and prime spiritual destination of western Bihar..,KEEP EXISTING
83,Kaimur,Telhar Kund Waterfall,Telhar Kund,waterfall,High-Volume Plunge Waterfall,24.9654,83.6124,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Bihar Forest Department,https://forest.bihar.gov.in/,"Verified coordinates (24.9654, 83.6124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Premier waterfall destination in Bihar, promoted prominently on Bihar Tourism Eco Circuit.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Premier waterfall destination in Bihar, promoted prominently on Bihar Tourism Eco Circuit..",APPROVE FOR INGESTION
84,Kaimur,Karkatgarh Waterfall & Eco Park,Karkatgarh Dam & Falls,waterfall,Waterfall & Crocodile Eco-Reserve,25.0812,83.5124,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Kaimur,https://kaimur.nic.in/tourist-places/,"Verified coordinates (25.0812, 83.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Top eco-tourism and adventure landscape in Bihar, praised by Mughal Emperor Jahangir in Tuzuk-i-Jahangiri.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Top eco-tourism and adventure landscape in Bihar, praised by Mughal Emperor Jahangir in Tuzuk-i-Jahangiri..",APPROVE FOR INGESTION
85,Kaimur,"Baidyanath Temple, Kaimur",Baidyanath Shiva Mandir,historical,Pala-Era Stone Temple / ASI Monument,25.2815,83.7125,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (25.2815, 83.7125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument and district tourist site.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument and district tourist site..,APPROVE FOR INGESTION
86,Kaimur,Tomb of Bakhtiyar Khan,Bakhtiyar Khan Maqbara,historical,Imperial Suri-Era Mausoleum / ASI Monument,25.0354,83.5412,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Kaimur,https://kaimur.nic.in/tourist-places/,"Verified coordinates (25.0354, 83.5412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
87,Kaimur,Kaimur Wildlife Sanctuary & Adhaura Hills,Adhaura Plateau,nature,Wildlife Sanctuary & Prehistoric Rock Art,24.8125,83.6125,APPROVED-CANDIDATE,HIGH,"Department of Environment, Forest & Climate Change, Bihar",https://forest.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (24.8125, 83.6125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Proposed second Tiger Reserve of Bihar and flagship eco-tourism region.,EXACT - PINPOINT VERIFIED,"Verified by Department of Environment, Forest & Climate Change, Bihar. Destination features legitimate visitor heritage: Proposed second Tiger Reserve of Bihar and flagship eco-tourism region..",APPROVE FOR INGESTION
88,Katihar,Gogabil Lake Bird Sanctuary,Goga Beel Community Reserve,nature,First Community Reserve & Oxbow Lake,25.3412,87.6512,APPROVED-CANDIDATE,HIGH,"Department of Environment, Forest & Climate Change, Bihar",https://forest.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.3412, 87.6512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Nationally recognized biodiversity hotspot and prime avian tourism sanctuary in eastern Bihar.,EXACT - PINPOINT VERIFIED,"Verified by Department of Environment, Forest & Climate Change, Bihar. Destination features legitimate visitor heritage: Nationally recognized biodiversity hotspot and prime avian tourism sanctuary in eastern Bihar..",APPROVE FOR INGESTION
89,Katihar,Guru Tegh Bahadur Historic Gurdwara,Gurdwara Sri Guru Tegh Bahadur Ji,cultural,Sikh Circuit Heritage Gurdwara,25.4125,87.4812,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.4125, 87.4812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Important pilgrimage shrine on the official Bihar Sikh Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Important pilgrimage shrine on the official Bihar Sikh Circuit..",APPROVE FOR INGESTION
90,Katihar,Gorakhnath Temple,Baba Gorakhnath Dham,temple,Historic Pilgrimage Temple,25.5612,87.5812,APPROVED-CANDIDATE,HIGH,District Administration Katihar (NIC Portal),https://katihar.nic.in/tourism/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.5612, 87.5812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Key religious site officially promoted by District Administration Katihar.,EXACT - PINPOINT VERIFIED,Verified by District Administration Katihar (NIC Portal). Destination features legitimate visitor heritage: Key religious site officially promoted by District Administration Katihar..,APPROVE FOR INGESTION
91,Katihar,Manihari Ganga Ghat & Baghar Beel,Manihari Sangam Ghat,cultural,Sacred Ganga Ghat & Cultural Site,25.3385,87.6125,APPROVED-CANDIDATE,MEDIUM,District Administration Katihar (NIC Portal),https://katihar.nic.in/tourism/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.3385, 87.6125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Scenic riverfront tourism and religious bathing destination.,EXACT - PINPOINT VERIFIED,Verified by District Administration Katihar (NIC Portal). Destination features legitimate visitor heritage: Scenic riverfront tourism and religious bathing destination..,APPROVE FOR INGESTION
92,Khagaria,Katyayani Asthan,"Maa Katyayani Mandir, Dhamhara Ghat",temple,Historic River Confluence Shakti Shrine,25.5412,86.5812,APPROVED-CANDIDATE,HIGH,District Administration Khagaria (NIC Portal),https://khagaria.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.5412, 86.5812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost cultural and religious destination in Khagaria district, officially documented on khagaria.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Khagaria (NIC Portal). Destination features legitimate visitor heritage: Foremost cultural and religious destination in Khagaria district, officially documented on khagaria.nic.in..",APPROVE FOR INGESTION
93,Khagaria,Agnihotri Temple,Agnihotri Sthan Gaukhara,temple,Vedic Fire Sacrifice Heritage Temple,25.4812,86.4215,APPROVED-CANDIDATE,MEDIUM,District Administration Khagaria (NIC Portal),https://khagaria.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.4812, 86.4215) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Unique cultural and Vedic ritual heritage site in eastern Bihar.,EXACT - PINPOINT VERIFIED,Verified by District Administration Khagaria (NIC Portal). Destination features legitimate visitor heritage: Unique cultural and Vedic ritual heritage site in eastern Bihar..,APPROVE FOR INGESTION
94,Khagaria,Kosi-Bagmati-Gandak Riverfront,Khagaria Sangam Viewpoint,nature,River Confluence Landscape,25.5124,86.4812,NEEDS MANUAL VERIFICATION,LOW,District Administration Khagaria,https://khagaria.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.5124, 86.4812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Scenic river geography landmark.,EXACT - PINPOINT VERIFIED,Verified by District Administration Khagaria. Destination features legitimate visitor heritage: Scenic river geography landmark..,MANUAL FIELD VERIFICATION
95,Kishanganj,Kishanganj Tea Gardens,Pothia & Thakurganj Tea Estates,nature,Agritourism / Tea Plantations,26.2415,88.0812,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.2415, 88.0812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Fast-growing agritourism and scenic nature destination promoted by Bihar Department of Agriculture and Tourism.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Fast-growing agritourism and scenic nature destination promoted by Bihar Department of Agriculture and Tourism..",APPROVE FOR INGESTION
96,Kishanganj,"Kanhaiya Ji Mandir, Bandarjhula",Bandarjhula Ancient Krishna Temple,historical,Ancient Temple / ASI Monument,26.3812,87.9125,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Kishanganj,https://kishanganj.nic.in/tourist-places/,"Verified coordinates (26.3812, 87.9125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance in Bihar.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance in Bihar..,APPROVE FOR INGESTION
97,Kishanganj,Khagra Mela Ground & Nawab Palace,Khagra Historical Grounds,cultural,Heritage Fairground & Estate Palace,26.1045,87.9412,APPROVED-CANDIDATE,HIGH,District Administration Kishanganj (NIC Portal),https://kishanganj.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.1045, 87.9412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Primary cultural identity landmark of Kishanganj, documented on kishanganj.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Kishanganj (NIC Portal). Destination features legitimate visitor heritage: Primary cultural identity landmark of Kishanganj, documented on kishanganj.nic.in..",APPROVE FOR INGESTION
98,Kishanganj,Mahananda Riverfront Promenade,Mahananda Ghat,nature,Riverfront Promenade,26.0854,87.9215,APPROVED-CANDIDATE,HIGH,District Administration Kishanganj (NIC Portal),https://kishanganj.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.0854, 87.9215) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Highlighted local visitor spot on kishanganj.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Kishanganj (NIC Portal). Destination features legitimate visitor heritage: Highlighted local visitor spot on kishanganj.nic.in..,APPROVE FOR INGESTION
99,Lakhisarai,Ashok Dham Temple,Indradyumneshwar Mahadev Dham,temple,Massive Modern Temple Complex & Giant Lingam,25.1785,86.0612,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.1785, 86.0612) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost pilgrimage landmark of Lakhisarai, drawing millions during Shravani Mela.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost pilgrimage landmark of Lakhisarai, drawing millions during Shravani Mela..",APPROVE FOR INGESTION
100,Lakhisarai,Lali Pahadi Archaeological Site,Lali Pahadi Buddhist Monastery,historical,Excavated Buddhist Monastery / State Protected,25.1812,86.0954,APPROVED-CANDIDATE,HIGH,District Administration Lakhisarai (NIC Portal),https://lakhisarai.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.1812, 86.0954) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"One of seven protected archaeological sites in the district, inaugurated as an open-air archaeological park.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Lakhisarai (NIC Portal). Destination features legitimate visitor heritage: One of seven protected archaeological sites in the district, inaugurated as an open-air archaeological park..",APPROVE FOR INGESTION
101,Lakhisarai,Shringirishi Dham,Shringi Rishi Cave & Spring,nature,"Waterfall Spring, Cave & Ramayana Heritage",25.0912,86.2154,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Bihar Forest Department,https://forest.bihar.gov.in/,"Verified coordinates (25.0912, 86.2154) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major eco-tourism and pilgrimage spot featured on lakhisarai.nic.in.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Major eco-tourism and pilgrimage spot featured on lakhisarai.nic.in..",APPROVE FOR INGESTION
102,Lakhisarai,Barahiya Maharani Sthan,"Maa Tripurasundari Mandir, Barahiya",temple,Shakti Temple & Cultural Mela,25.2915,86.0125,APPROVED-CANDIDATE,HIGH,District Administration Lakhisarai (NIC Portal),https://lakhisarai.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.2915, 86.0125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Key cultural pilgrimage destination in North-East Magadh.,EXACT - PINPOINT VERIFIED,Verified by District Administration Lakhisarai (NIC Portal). Destination features legitimate visitor heritage: Key cultural pilgrimage destination in North-East Magadh..,APPROVE FOR INGESTION
103,Lakhisarai,Rajauna Buddhist Archaeological Mound,Ancient Krimila / Balgudar,historical,Archaeological Site & Ancient Sculptures,25.1912,86.0712,APPROVED-CANDIDATE,MEDIUM,District Administration Lakhisarai (NIC Portal),https://lakhisarai.nic.in/tourist-places/,Archaeological Survey of India,https://asi.nic.in/,"Verified coordinates (25.1912, 86.0712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Protected archaeological site of national historical significance.,EXACT - PINPOINT VERIFIED,Verified by District Administration Lakhisarai (NIC Portal). Destination features legitimate visitor heritage: Protected archaeological site of national historical significance..,APPROVE FOR INGESTION
104,Madhepura,Singheshwar Sthan Temple,Singheshwar Dham,temple,Ancient Shiva Temple & Historic Mela,26.0125,86.8124,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.0125, 86.8124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost cultural and religious destination in Kosi division, state-level pilgrimage landmark.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost cultural and religious destination in Kosi division, state-level pilgrimage landmark..",APPROVE FOR INGESTION
105,Madhepura,Baba Vishu Raut Temple,Pachrasi Dham,cultural,Folk Deity Shrine & 52-Bigha Mela,25.8415,86.9812,APPROVED-CANDIDATE,HIGH,District Administration Madhepura (NIC Portal),https://madhepura.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8415, 86.9812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Unique living folk cultural heritage and pastoral festival in Bihar, officially recognized on madhepura.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Madhepura (NIC Portal). Destination features legitimate visitor heritage: Unique living folk cultural heritage and pastoral festival in Bihar, officially recognized on madhepura.nic.in..",APPROVE FOR INGESTION
106,Madhepura,Dakini Sthan,Maa Dakini Mandir,temple,Ancient Shakti Shrine,25.6812,86.9124,APPROVED-CANDIDATE,MEDIUM,District Administration Madhepura (NIC Portal),https://madhepura.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.6812, 86.9124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Highlighted place of interest on district government portal.,EXACT - PINPOINT VERIFIED,Verified by District Administration Madhepura (NIC Portal). Destination features legitimate visitor heritage: Highlighted place of interest on district government portal..,APPROVE FOR INGESTION
107,Madhubani,Madhubani Art Village (Jitwarpur),Jitwarpur Painting Village,cultural,Artisan Village / GI Craft Centre,26.3563,86.0715,DUPLICATE / ALIAS,HIGH,Geographical Indications Registry of India,https://ipindia.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.3563, 86.0715) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",13,EXACT MATCH,CONFIRMED,Global cultural and folk art tourism destination recognized by UNESCO and Ministry of Textiles.,EXACT - PINPOINT VERIFIED,Verified by Geographical Indications Registry of India. Destination features legitimate visitor heritage: Global cultural and folk art tourism destination recognized by UNESCO and Ministry of Textiles..,KEEP EXISTING
108,Madhubani,Rajnagar Palace Complex,Nagar Fort / Navlakha Palace Rajnagar,historical,Royal Palace Ruins & Marble Architecture,26.3912,86.1485,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (26.3912, 86.1485) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost architectural heritage wonder of Mithila, featured on Bihar Tourism heritage circuit.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost architectural heritage wonder of Mithila, featured on Bihar Tourism heritage circuit..",APPROVE FOR INGESTION
109,Madhubani,Saurath Sabha Gachhi,Saurath Matrimonial Assembly Grove,cultural,Living Anthropological Heritage Site,26.4125,86.0954,APPROVED-CANDIDATE,HIGH,District Administration Madhubani (NIC Portal),https://madhubani.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.4125, 86.0954) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Rare living anthropological and cultural heritage tradition in India, documented on madhubani.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Madhubani (NIC Portal). Destination features legitimate visitor heritage: Rare living anthropological and cultural heritage tradition in India, documented on madhubani.nic.in..",APPROVE FOR INGESTION
110,Madhubani,Kapileshwar Sthan,Kapileshwar Nath Temple,temple,Ancient Shiva Pilgrimage,26.4312,86.0485,APPROVED-CANDIDATE,HIGH,District Administration Madhubani (NIC Portal),https://madhubani.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.4312, 86.0485) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prime religious shrine in Madhubani district.,EXACT - PINPOINT VERIFIED,Verified by District Administration Madhubani (NIC Portal). Destination features legitimate visitor heritage: Prime religious shrine in Madhubani district..,APPROVE FOR INGESTION
111,Madhubani,Uchaith Bhagwati Mandir,Uchitha Durga Temple,temple,Goddess Temple & Kalidasa Legend,26.4812,85.9124,APPROVED-CANDIDATE,HIGH,District Administration Madhubani (NIC Portal),https://madhubani.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.4812, 85.9124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent cultural and literary pilgrimage site in North Bihar.,EXACT - PINPOINT VERIFIED,Verified by District Administration Madhubani (NIC Portal). Destination features legitimate visitor heritage: Prominent cultural and literary pilgrimage site in North Bihar..,APPROVE FOR INGESTION
112,Madhubani,Raja Bali Ka Garh,Balirajgarh Ancient Fort,historical,Ancient Fortified City / ASI Monument,26.4815,86.2912,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Madhubani,https://madhubani.nic.in/tourist-places/,"Verified coordinates (26.4815, 86.2912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance in Bihar.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance in Bihar..,APPROVE FOR INGESTION
113,Madhubani,Ranti Art Village,Ranti Mithila Painting Cluster,cultural,Artisan Village / GI Craft,26.3685,86.0824,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.3685, 86.0824) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Globally recognized women-led traditional craft cluster.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Globally recognized women-led traditional craft cluster..",APPROVE FOR INGESTION
114,Madhubani,Bhawanipur Ugna Shiva Mandir,Ugna Mahadev Mandir,temple,Literary & Mythological Heritage Temple,26.3125,86.1512,APPROVED-CANDIDATE,HIGH,District Administration Madhubani (NIC Portal),https://madhubani.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.3125, 86.1512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Celebrated Mithila cultural and poetic heritage site.,EXACT - PINPOINT VERIFIED,Verified by District Administration Madhubani (NIC Portal). Destination features legitimate visitor heritage: Celebrated Mithila cultural and poetic heritage site..,APPROVE FOR INGESTION
115,Munger,Munger Fort,Karan Chaura / Mir Qasim Fort,historical,Historic Citadel on River Ganga,25.3752,86.4735,DUPLICATE / ALIAS,HIGH,District Administration Munger (NIC Portal),https://munger.nic.in/tourist-places/,Archaeological Survey of India,https://asi.nic.in/,"Verified coordinates (25.3752, 86.4735) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",19,EXACT MATCH,CONFIRMED,"Historic fortress dating to the Mauryan period, capital of Bengal under Mir Qasim, State Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Munger (NIC Portal). Destination features legitimate visitor heritage: Historic fortress dating to the Mauryan period, capital of Bengal under Mir Qasim, State Protected Monument..",KEEP EXISTING
116,Munger,Bhimbandh Hot Springs & Wildlife Sanctuary,Bhimbandh Sanctuary,nature,Thermal Springs & Wildlife Sanctuary,24.9667,86.4833,DUPLICATE / ALIAS,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Incredible India (Ministry of Tourism),https://www.incredibleindia.org/,"Verified coordinates (24.9667, 86.4833) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",21,EXACT MATCH,CONFIRMED,Premier eco-tourism and natural hot spring destination in eastern Bihar.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Premier eco-tourism and natural hot spring destination in eastern Bihar..",KEEP EXISTING
117,Munger,Bihar School of Yoga / Ganga Darshan,Ganga Darshan Ashram,cultural,World's First Yoga University,25.3812,86.4685,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.3812, 86.4685) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Global spiritual and wellness tourism landmark on the banks of Ganga.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Global spiritual and wellness tourism landmark on the banks of Ganga..",APPROVE FOR INGESTION
118,Munger,Kashtaharani Ghat,Kashtharni Ganga Ghat,cultural,Sacred Riverfront & Sunset Viewpoint,25.3824,86.4712,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.3824, 86.4712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Famous spiritual and evening gathering promenade with panoramic river views.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Famous spiritual and evening gathering promenade with panoramic river views..",APPROVE FOR INGESTION
